Day	Month	Year	DomWater	MakeUpWater	LoopWater	TowerWater	Remainder
25 	 11 	 1998 	 24111 	 2150 	 0 	 0 	 21961
26 	 11 	 1998 	 37837080 	 2550 	 0 	 0 	 37834530
27 	 11 	 1998 	 16780 	 1800 	 0 	 0 	 14980
28 	 11 	 1998 	 20130 	 1650 	 0 	 0 	 18480
29 	 11 	 1998 	 28310 	 1060 	 0 	 0 	 27250
30 	 11 	 1998 	 27830 	 2400 	 0 	 0 	 25430
1 	 12 	 1998 	 59940 	 1900 	 0 	 0 	 58040
2 	 12 	 1998 	 49090 	 1610 	 0 	 0 	 47480
3 	 12 	 1998 	 26915 	 1670 	 0 	 0 	 25245
4 	 12 	 1998 	 37723 	 2450 	 290 	 0 	 34983
5 	 12 	 1998 	 27180 	 1600 	 0 	 0 	 25580
6 	 12 	 1998 	 25993 	 2580 	 0 	 0 	 23413
7 	 12 	 1998 	 63661 	 2900 	 180 	 0 	 60581
8 	 12 	 1998 	 29703 	 3370 	 970 	 0 	 25363
9 	 12 	 1998 	 34662 	 2990 	 0 	 0 	 31672
10 	 12 	 1998 	 41781 	 3410 	 0 	 0 	 38371
11 	 12 	 1998 	 41051 	 2870 	 0 	 0 	 38181
12 	 12 	 1998 	 30364 	 2850 	 0 	 0 	 27514
13 	 12 	 1998 	 37401 	 2450 	 190 	 0 	 34761
14 	 12 	 1998 	 37935 	 2400 	 0 	 0 	 35535
15 	 12 	 1998 	 37501 	 2690 	 340 	 0 	 34471
16 	 12 	 1998 	 35648 	 3050 	 0 	 0 	 32598
17 	 12 	 1998 	 18004 	 3510 	 0 	 0 	 14494
18 	 12 	 1998 	 48307 	 2920 	 510 	 0 	 44877
19 	 12 	 1998 	 25755 	 4060 	 0 	 0 	 21695
20 	 12 	 1998 	 39764 	 4660 	 0 	 0 	 35104
21 	 12 	 1998 	 36949 	 8900 	 0 	 0 	 28049
22 	 12 	 1998 	 28009 	 8210 	 590 	 0 	 19209
23 	 12 	 1998 	 32930 	 7540 	 300 	 0 	 25090
24 	 12 	 1998 	 42310 	 4090 	 0 	 0 	 38220
25 	 12 	 1998 	 21150 	 3880 	 300 	 0 	 16970
26 	 12 	 1998 	 11130 	 3680 	 0 	 0 	 7450
27 	 12 	 1998 	 41010 	 3420 	 300 	 0 	 37290
28 	 12 	 1998 	 16950 	 4370 	 0 	 0 	 12580
29 	 12 	 1998 	 20710 	 570 	 330 	 0 	 19810
30 	 12 	 1998 	 49350 	 5940 	 0 	 0 	 43410
31 	 12 	 1998 	 34595 	 5930 	 370 	 0 	 28295
1 	 1 	 1999 	 160595 	 2980 	 0 	 3250 	 154365
2 	 1 	 1999 	 123877 	 2880 	 0 	 3100 	 117897
3 	 1 	 1999 	 157828 	 2460 	 80 	 3210 	 152078
4 	 1 	 1999 	 151794 	 3360 	 0 	 3880 	 144554
5 	 1 	 1999 	 223966 	 3150 	 70 	 5930 	 214816
6 	 1 	 1999 	 130121 	 2780 	 80 	 5440 	 121821
7 	 1 	 1999 	 195554 	 2360 	 150 	 8190 	 184854
8 	 1 	 1999 	 160342 	 1880 	 100 	 5790 	 152572
9 	 1 	 1999 	 137305 	 2360 	 0 	 6550 	 128395
10 	 1 	 1999 	 158878 	 1900 	 0 	 5250 	 151728
11 	 1 	 1999 	 162895 	 2540 	 140 	 5220 	 154995
12 	 1 	 1999 	 172371 	 2190 	 0 	 15910 	 154271
13 	 1 	 1999 	 156069 	 2350 	 0 	 9720 	 143999
14 	 1 	 1999 	 314403 	 2410 	 0 	 7640 	 304353
15 	 1 	 1999 	 152326 	 5200 	 220 	 9000 	 137906
16 	 1 	 1999 	 174890 	 2390 	 60 	 12700 	 159740
17 	 1 	 1999 	 165292 	 2270 	 370 	 15820 	 146832
18 	 1 	 1999 	 147500 	 2260 	 0 	 18550 	 126690
19 	 1 	 1999 	 148959 	 2230 	 220 	 12300 	 134209
20 	 1 	 1999 	 160601 	 2530 	 0 	 7130 	 150941
21 	 1 	 1999 	 138804 	 2610 	 330 	 10230 	 125634
22 	 1 	 1999 	 185420 	 2240 	 200 	 14950 	 168030
23 	 1 	 1999 	 160607 	 2170 	 0 	 13380 	 145057
24 	 1 	 1999 	 198719 	 2330 	 0 	 11790 	 184599
25 	 1 	 1999 	 160192 	 1890 	 0 	 17200 	 141102
26 	 1 	 1999 	 138015 	 1820 	 0 	 14100 	 122095
27 	 1 	 1999 	 171621 	 2270 	 0 	 8380 	 160971
28 	 1 	 1999 	 173219 	 2380 	 0 	 9150 	 161689
29 	 1 	 1999 	 109546 	 3030 	 0 	 6210 	 100306
30 	 1 	 1999 	 177794 	 3480 	 0 	 6520 	 167794
1 	 2 	 1999 	 157281 	 4630 	 100 	 0 	 152551
2 	 2 	 1999 	 156105 	 5230 	 0 	 0 	 150875
3 	 2 	 1999 	 138683 	 6240 	 0 	 0 	 132443
4 	 2 	 1999 	 161051 	 6720 	 270 	 0 	 154061
5 	 2 	 1999 	 137301 	 5830 	 200 	 0 	 131271
6 	 2 	 1999 	 132423 	 5660 	 0 	 0 	 126763
7 	 2 	 1999 	 140625 	 5160 	 250 	 0 	 135215
8 	 2 	 1999 	 125200 	 3970 	 0 	 0 	 121230
9 	 2 	 1999 	 144486 	 3890 	 0 	 0 	 140596
10 	 2 	 1999 	 135511 	 3420 	 350 	 0 	 131741
11 	 2 	 1999 	 161812 	 4180 	 0 	 0 	 157632
12 	 2 	 1999 	 133785 	 6010 	 0 	 0 	 127775
13 	 2 	 1999 	 129814 	 4690 	 340 	 0 	 124784
14 	 2 	 1999 	 137809 	 4040 	 0 	 0 	 133769
15 	 2 	 1999 	 145536 	 4180 	 0 	 0 	 141356
16 	 2 	 1999 	 160985 	 4320 	 0 	 0 	 156665
17 	 2 	 1999 	 131496 	 5270 	 0 	 0 	 126226
18 	 2 	 1999 	 164810 	 5090 	 0 	 0 	 159720
19 	 2 	 1999 	 149170 	 5480 	 0 	 0 	 143690
20 	 2 	 1999 	 129263 	 4990 	 80 	 0 	 124193
21 	 2 	 1999 	 135370 	 5170 	 200 	 0 	 130000
22 	 2 	 1999 	 161730 	 5480 	 0 	 0 	 156250
23 	 2 	 1999 	 137160 	 5180 	 0 	 0 	 131980
24 	 2 	 1999 	 164940 	 4820 	 0 	 0 	 160120
25 	 2 	 1999 	 150540 	 4450 	 230 	 0 	 145860
26 	 2 	 1999 	 166555 	 3960 	 0 	 0 	 162595
27 	 2 	 1999 	 112833 	 3090 	 0 	 0 	 109743
28 	 2 	 1999 	 131996 	 2460 	 0 	 0 	 129536
1 	 3 	 1999 	 158649 	 2930 	 250 	 0 	 155469
2 	 3 	 1999 	 135782 	 3710 	 0 	 0 	 132072
3 	 3 	 1999 	 151665 	 4320 	 0 	 0 	 147345
4 	 3 	 1999 	 173402 	 4240 	 0 	 0 	 169162
5 	 3 	 1999 	 137256 	 3980 	 0 	 0 	 133276
6 	 3 	 1999 	 156802 	 4050 	 200 	 0 	 152552
7 	 3 	 1999 	 193440 	 3720 	 0 	 0 	 189720
8 	 3 	 1999 	 161620 	 3680 	 0 	 0 	 157940
9 	 3 	 1999 	 147424 	 3170 	 0 	 0 	 144254
10 	 3 	 1999 	 161194 	 4080 	 210 	 0 	 156904
11 	 3 	 1999 	 146780 	 4070 	 0 	 0 	 142710
12 	 3 	 1999 	 163863 	 4470 	 0 	 0 	 159393
13 	 3 	 1999 	 119376 	 3970 	 0 	 0 	 115406
14 	 3 	 1999 	 126017 	 3940 	 0 	 0 	 122077
15 	 3 	 1999 	 150416 	 4260 	 0 	 0 	 146156
16 	 3 	 1999 	 125853 	 3220 	 0 	 0 	 122633
17 	 3 	 1999 	 125303 	 3090 	 0 	 0 	 122213
18 	 3 	 1999 	 62752 	 2730 	 50 	 0 	 59972
19 	 3 	 1999 	 36931 	 2390 	 90 	 0 	 34451
20 	 3 	 1999 	 9296 	 1910 	 0 	 0 	 7386
21 	 3 	 1999 	 57071 	 2340 	 200 	 0 	 54531
22 	 3 	 1999 	 26422 	 3090 	 0 	 0 	 23332
23 	 3 	 1999 	 10528 	 3090 	 80 	 0 	 7358
24 	 3 	 1999 	 41831 	 4110 	 0 	 0 	 37721
25 	 3 	 1999 	 72499 	 3780 	 0 	 0 	 68719
26 	 3 	 1999 	 36031 	 3230 	 0 	 0 	 32801
27 	 3 	 1999 	 32456 	 2640 	 0 	 0 	 29816
28 	 3 	 1999 	 107507 	 1840 	 0 	 0 	 105667
29 	 3 	 1999 	 118209 	 3090 	 210 	 0 	 114909
30 	 3 	 1999 	 124436 	 2810 	 0 	 0 	 121626
31 	 3 	 1999 	 136663 	 2190 	 0 	 0 	 134473
1 	 4 	 1999 	 126460 	 1580 	 0 	 0 	 124880
2 	 4 	 1999 	 141052 	 3090 	 260 	 0 	 137702
3 	 4 	 1999 	 126288 	 2830 	 0 	 0 	 123458
4 	 4 	 1999 	 106659 	 3570 	 0 	 0 	 103089
5 	 4 	 1999 	 89910 	 2140 	 0 	 0 	 87770
6 	 4 	 1999 	 136583 	 2500 	 0 	 0 	 134083
7 	 4 	 1999 	 142916 	 1950 	 1360 	 0 	 139606
8 	 4 	 1999 	 160340 	 2300 	 900 	 0 	 157140
9 	 4 	 1999 	 159881 	 3650 	 1090 	 0 	 155141
10 	 4 	 1999 	 143032 	 2720 	 0 	 147 	 140165
11 	 4 	 1999 	 96941 	 1800 	 0 	 0 	 95141
12 	 4 	 1999 	 146117 	 2560 	 90 	 0 	 143467
13 	 4 	 1999 	 151868 	 2570 	 100 	 0 	 149198
14 	 4 	 1999 	 138269 	 1760 	 50 	 0 	 136459
15 	 4 	 1999 	 152316 	 2600 	 0 	 0 	 149716
16 	 4 	 1999 	 157094 	 4100 	 0 	 0 	 152994
17 	 4 	 1999 	 135953 	 3270 	 0 	 0 	 132683
18 	 4 	 1999 	 111100 	 2960 	 0 	 0 	 108140
19 	 4 	 1999 	 172306 	 2720 	 0 	 3670 	 165916
20 	 4 	 1999 	 123261 	 3420 	 0 	 3620 	 116221
21 	 4 	 1999 	 170021 	 2500 	 0 	 3440 	 164081
22 	 4 	 1999 	 142119 	 3830 	 260 	 4280 	 133749
23 	 4 	 1999 	 157028 	 4410 	 0 	 4030 	 148588
24 	 4 	 1999 	 154277 	 2770 	 0 	 4360 	 147147
25 	 4 	 1999 	 120741 	 2320 	 0 	 5670 	 112751
26 	 4 	 1999 	 157430 	 2200 	 0 	 7130 	 148100
27 	 4 	 1999 	 138919 	 2080 	 0 	 3650 	 133189
28 	 4 	 1999 	 157179 	 2090 	 0 	 6350 	 148739
29 	 4 	 1999 	 160486 	 3400 	 150 	 8690 	 148246
30 	 4 	 1999 	 151185 	 3160 	 0 	 11040 	 136985
1 	 5 	 1999 	 148648 	 1800 	 0 	 11470 	 135378
2 	 5 	 1999 	 123905 	 1770 	 0 	 13380 	 108755
3 	 5 	 1999 	 178649 	 1320 	 150 	 21860 	 155319
4 	 5 	 1999 	 157119 	 1200 	 0 	 17870 	 138049
5 	 5 	 1999 	 138161 	 1020 	 0 	 10620 	 126521
6 	 5 	 1999 	 153160 	 1150 	 0 	 5520 	 146490
7 	 5 	 1999 	 141226 	 1500 	 60 	 3230 	 136436
8 	 5 	 1999 	 159315 	 1540 	 0 	 3800 	 153975
9 	 5 	 1999 	 115656 	 1230 	 66 	 8180 	 106180
10 	 5 	 1999 	 222008 	 1920 	 64 	 17770 	 202254
11 	 5 	 1999 	 101818 	 1450 	 0 	 6120 	 94248
12 	 5 	 1999 	 137970 	 1370 	 0 	 3270 	 133330
13 	 5 	 1999 	 149199 	 1780 	 0 	 7180 	 140239
14 	 5 	 1999 	 160254 	 1630 	 0 	 9310 	 149314
15 	 5 	 1999 	 119677 	 1350 	 0 	 8000 	 110327
16 	 5 	 1999 	 132883 	 1460 	 80 	 14470 	 116873
17 	 5 	 1999 	 163880 	 1420 	 0 	 11010 	 151450
18 	 5 	 1999 	 171033 	 7220 	 0 	 8340 	 155473
19 	 5 	 1999 	 154533 	 1530 	 0 	 16770 	 136233
20 	 5 	 1999 	 78008 	 1370 	 180 	 10900 	 65558
21 	 5 	 1999 	 220284 	 1500 	 0 	 16610 	 202174
22 	 5 	 1999 	 134714 	 1200 	 180 	 13880 	 119454
23 	 5 	 1999 	 138173 	 1120 	 0 	 5590 	 131463
24 	 5 	 1999 	 150004 	 1590 	 0 	 8550 	 139864
25 	 5 	 1999 	 163000 	 2160 	 0 	 14040 	 146800
26 	 5 	 1999 	 160368 	 1640 	 0 	 20410 	 138318
27 	 5 	 1999 	 189714 	 3260 	 0 	 20200 	 166254
28 	 5 	 1999 	 169748 	 1400 	 0 	 26520 	 141828
29 	 5 	 1999 	 174881 	 1290 	 220 	 28170 	 145201
30 	 5 	 1999 	 139830 	 1170 	 0 	 28620 	 110040
31 	 5 	 1999 	 160544 	 1120 	 100 	 12960 	 146364
1 	 6 	 1999 	 135303 	 1340 	 0 	 6130 	 127833
2 	 6 	 1999 	 160469 	 900 	 0 	 11490 	 148079
3 	 6 	 1999 	 160399 	 1180 	 0 	 22110 	 137109
4 	 6 	 1999 	 169289 	 1050 	 200 	 26760 	 141279
5 	 6 	 1999 	 188788 	 1040 	 60 	 32820 	 154868
6 	 6 	 1999 	 144719 	 1140 	 0 	 30810 	 112769
7 	 6 	 1999 	 209531 	 1180 	 0 	 20680 	 187671
8 	 6 	 1999 	 185261 	 1320 	 250 	 25270 	 158421
9 	 6 	 1999 	 160411 	 1110 	 440 	 29410 	 129451
10 	 6 	 1999 	 165521 	 1040 	 50 	 23250 	 141181
11 	 6 	 1999 	 85065 	 750 	 0 	 14090 	 70225
12 	 6 	 1999 	 98797 	 1710 	 0 	 19430 	 77657
13 	 6 	 1999 	 37799 	 1130 	 0 	 17250 	 19419
14 	 6 	 1999 	 73449 	 1160 	 0 	 11980 	 60309
15 	 6 	 1999 	 32674 	 1140 	 0 	 11940 	 19594
16 	 6 	 1999 	 43699 	 870 	 100 	 13100 	 29629
17 	 6 	 1999 	 78879 	 1550 	 100 	 16990 	 60239
18 	 6 	 1999 	 116249 	 1030 	 120 	 20140 	 94959
19 	 6 	 1999 	 130792 	 1010 	 0 	 11830 	 117952
20 	 6 	 1999 	 128927 	 1220 	 0 	 20650 	 107057
21 	 6 	 1999 	 30405 	 1470 	 80 	 29370 	 -515
22 	 6 	 1999 	 52526 	 3990 	 0 	 30470 	 18066
23 	 6 	 1999 	 125635 	 2190 	 0 	 28180 	 95265
24 	 6 	 1999 	 99124 	 3920 	 80 	 31250 	 63874
25 	 6 	 1999 	 105894 	 1620 	 0 	 34540 	 69734
26 	 6 	 1999 	 80300 	 1390 	 0 	 34760 	 44150
27 	 6 	 1999 	 68775 	 1350 	 0 	 25050 	 42375
28 	 6 	 1999 	 66925 	 920 	 0 	 16150 	 49855
29 	 6 	 1999 	 87204 	 1100 	 200 	 18720 	 67184
30 	 6 	 1999 	 0 	 1120 	 0 	 22630 	 0
1 	 7 	 1999 	 89050 	 950 	 0 	 20550 	 67550
2 	 7 	 1999 	 54566 	 720 	 0 	 21410 	 32436
3 	 7 	 1999 	 101953 	 830 	 0 	 29110 	 72013
4 	 7 	 1999 	 33072 	 920 	 0 	 41350 	 -9198
5 	 7 	 1999 	 79062 	 910 	 130 	 38710 	 39312
6 	 7 	 1999 	 81940 	 890 	 0 	 31650 	 49400
7 	 7 	 1999 	 85511 	 680 	 0 	 33250 	 51581
8 	 7 	 1999 	 0 	 870 	 0 	 34010 	 0
9 	 7 	 1999 	 0 	 760 	 0 	 27940 	 0
10 	 7 	 1999 	 0 	 990 	 0 	 23950 	 0
11 	 7 	 1999 	 0 	 690 	 0 	 28150 	 0
12 	 7 	 1999 	 127201 	 860 	 0 	 31380 	 94961
13 	 7 	 1999 	 73383 	 980 	 0 	 30280 	 42123
14 	 7 	 1999 	 159294 	 910 	 2380 	 57630 	 98374
15 	 7 	 1999 	 86915 	 790 	 60 	 68380 	 17685
16 	 7 	 1999 	 158029 	 820 	 530 	 70210 	 86469
17 	 7 	 1999 	 102902 	 930 	 150 	 67710 	 34112
18 	 7 	 1999 	 268841 	 830 	 0 	 70470 	 197541
19 	 7 	 1999 	 242377 	 730 	 0 	 69610 	 172037
20 	 7 	 1999 	 213810 	 820 	 0 	 69390 	 143600
21 	 7 	 1999 	 33395 	 2030 	 0 	 68180 	 -36815
22 	 7 	 1999 	 97732 	 1030 	 0 	 66930 	 29772
23 	 7 	 1999 	 165434 	 820 	 0 	 69920 	 94694
24 	 7 	 1999 	 119108 	 760 	 100 	 70790 	 47458
25 	 7 	 1999 	 118907 	 910 	 0 	 70010 	 47987
26 	 7 	 1999 	 146701 	 480 	 0 	 69780 	 76441
27 	 7 	 1999 	 156466 	 910 	 0 	 71330 	 84226
28 	 7 	 1999 	 85795 	 680 	 0 	 28530 	 56585
29 	 7 	 1999 	 129901 	 700 	 0 	 39060 	 90141
30 	 7 	 1999 	 186446 	 820 	 0 	 37770 	 147856
31 	 7 	 1999 	 85092 	 810 	 0 	 30960 	 53322
1 	 8 	 1999 	 75376 	 620 	 0 	 20010 	 54746
2 	 8 	 1999 	 117715 	 820 	 280 	 24210 	 92405
3 	 8 	 1999 	 79242 	 820 	 0 	 25250 	 53172
4 	 8 	 1999 	 108923 	 760 	 0 	 22960 	 85203
5 	 8 	 1999 	 104438 	 750 	 0 	 28270 	 75418
6 	 8 	 1999 	 123541 	 1680 	 390 	 28900 	 92571
7 	 8 	 1999 	 82118 	 1360 	 0 	 21360 	 59398
8 	 8 	 1999 	 88334 	 960 	 0 	 17870 	 69504
9 	 8 	 1999 	 52633 	 850 	 0 	 16550 	 35233
10 	 8 	 1999 	 112655 	 820 	 0 	 26580 	 85255
11 	 8 	 1999 	 95598 	 780 	 0 	 27260 	 67558
12 	 8 	 1999 	 63913 	 1040 	 0 	 23020 	 39853
13 	 8 	 1999 	 84200 	 630 	 100 	 17320 	 66150
14 	 8 	 1999 	 58532 	 60 	 0 	 16670 	 41802
15 	 8 	 1999 	 32139 	 0 	 0 	 16470 	 15669
16 	 8 	 1999 	 79825 	 800 	 0 	 23950 	 55075
17 	 8 	 1999 	 51943 	 930 	 0 	 19510 	 31503
19 	 8 	 1999 	 119376 	 2000 	 150 	 30670 	 86556
20 	 8 	 1999 	 54816 	 560 	 80 	 21140 	 33036
21 	 8 	 1999 	 54493 	 2390 	 0 	 19890 	 32213
22 	 8 	 1999 	 46929 	 1540 	 0 	 19900 	 25489
23 	 8 	 1999 	 87829 	 2660 	 0 	 23960 	 61209
24 	 8 	 1999 	 86990 	 1140 	 0 	 23060 	 62790
25 	 8 	 1999 	 70162 	 980 	 0 	 25730 	 43452
26 	 8 	 1999 	 101198 	 900 	 0 	 30170 	 70128
27 	 8 	 1999 	 93718 	 1020 	 90 	 33720 	 58888
28 	 8 	 1999 	 73646 	 900 	 0 	 25590 	 47156
29 	 8 	 1999 	 68620 	 910 	 0 	 18900 	 48810
30 	 8 	 1999 	 97454 	 2010 	 0 	 20690 	 74754
31 	 8 	 1999 	 122830 	 2270 	 170 	 26140 	 94250
1 	 9 	 1999 	 123036 	 1240 	 0 	 32000 	 89796
2 	 9 	 1999 	 139465 	 690 	 0 	 33030 	 105745
3 	 9 	 1999 	 10510 	 1390 	 0 	 35460 	 -26340
4 	 9 	 1999 	 115630 	 1570 	 0 	 29990 	 84070
5 	 9 	 1999 	 73301 	 1340 	 0 	 18690 	 53271
6 	 9 	 1999 	 73729 	 2690 	 0 	 20070 	 50969
7 	 9 	 1999 	 130951 	 1440 	 130 	 26010 	 103371
8 	 9 	 1999 	 147054 	 800 	 0 	 21220 	 125034
9 	 9 	 1999 	 130447 	 1890 	 0 	 10890 	 117667
10 	 9 	 1999 	 174965 	 1740 	 0 	 16640 	 156585
11 	 9 	 1999 	 167328 	 2280 	 180 	 17550 	 147318
12 	 9 	 1999 	 172371 	 2190 	 0 	 15910 	 154271
13 	 9 	 1999 	 156069 	 2350 	 0 	 9720 	 143999
14 	 9 	 1999 	 314403 	 2410 	 0 	 7640 	 304353
15 	 9 	 1999 	 152326 	 5200 	 220 	 9000 	 137906
16 	 9 	 1999 	 174890 	 2390 	 60 	 12700 	 159740
17 	 9 	 1999 	 156292 	 2270 	 370 	 15820 	 137832
18 	 9 	 1999 	 147500 	 2260 	 0 	 18550 	 126690
19 	 9 	 1999 	 148959 	 2230 	 220 	 12300 	 134209
20 	 9 	 1999 	 160601 	 2530 	 0 	 7130 	 150941
21 	 9 	 1999 	 138804 	 2610 	 330 	 10230 	 125634
22 	 9 	 1999 	 185420 	 2240 	 200 	 14950 	 168030
23 	 9 	 1999 	 160607 	 2170 	 0 	 13380 	 145057
24 	 9 	 1999 	 198719 	 2330 	 0 	 11790 	 184599
25 	 9 	 1999 	 160192 	 1890 	 0 	 17200 	 141102
26 	 9 	 1999 	 138015 	 1820 	 0 	 14100 	 122095
27 	 9 	 1999 	 171621 	 2270 	 0 	 8380 	 160971
28 	 9 	 1999 	 173219 	 2380 	 0 	 9150 	 161689
29 	 9 	 1999 	 190546 	 3030 	 0 	 6210 	 181306
30 	 9 	 1999 	 177794 	 3480 	 0 	 6520 	 167794
1 	 10 	 1999 	 160595 	 2980 	 0 	 3250 	 154365
2 	 10 	 1999 	 123877 	 2880 	 0 	 3100 	 117897
3 	 10 	 1999 	 157828 	 2460 	 80 	 3210 	 152078
4 	 10 	 1999 	 151794 	 3360 	 0 	 3880 	 144554
5 	 10 	 1999 	 223966 	 3150 	 70 	 5930 	 214816
6 	 10 	 1999 	 130121 	 2780 	 80 	 5440 	 121821
7 	 10 	 1999 	 195554 	 2360 	 150 	 8190 	 184854
8 	 10 	 1999 	 160342 	 1880 	 100 	 5790 	 152572
9 	 10 	 1999 	 137305 	 2360 	 0 	 6550 	 128395
10 	 10 	 1999 	 158878 	 1900 	 0 	 5250 	 151728
11 	 10 	 1999 	 162895 	 2540 	 140 	 5220 	 154995
12 	 10 	 1999 	 172682 	 1780 	 220 	 2270 	 168412
13 	 10 	 1999 	 149525 	 3630 	 0 	 300 	 145595
14 	 10 	 1999 	 159775 	 3390 	 100 	 10 	 156275
15 	 10 	 1999 	 158030 	 2580 	 160 	 0 	 155290
16 	 10 	 1999 	 143450 	 2610 	 0 	 0 	 140840
17 	 10 	 1999 	 118245 	 3830 	 200 	 0 	 114215
18 	 10 	 1999 	 176596 	 3270 	 0 	 0 	 173326
19 	 10 	 1999 	 149863 	 3410 	 200 	 0 	 146253
20 	 10 	 1999 	 164817 	 4100 	 0 	 0 	 160717
21 	 10 	 1999 	 164493 	 3920 	 0 	 0 	 160573
22 	 10 	 1999 	 165465 	 3750 	 230 	 0 	 161485
23 	 10 	 1999 	 157861 	 3760 	 0 	 0 	 154101
24 	 10 	 1999 	 126328 	 3880 	 0 	 0 	 122448
25 	 10 	 1999 	 169250 	 4630 	 0 	 0 	 164620
26 	 10 	 1999 	 144248 	 5600 	 0 	 0 	 138648
27 	 10 	 1999 	 184098 	 3730 	 60 	 0 	 180308
28 	 10 	 1999 	 150400 	 3150 	 210 	 0 	 147040
29 	 10 	 1999 	 186264 	 2570 	 70 	 0 	 183624
30 	 10 	 1999 	 156122 	 1700 	 130 	 0 	 154292
31 	 10 	 1999 	 151399 	 2660 	 0 	 0 	 148739
1 	 11 	 1999 	 195928 	 3820 	 50 	 0 	 192058
2 	 11 	 1999 	 135323 	 5000 	 200 	 0 	 130123
3 	 11 	 1999 	 162832 	 4810 	 50 	 0 	 157972
4 	 11 	 1999 	 154768 	 4220 	 0 	 0 	 150548
5 	 11 	 1999 	 142780 	 4310 	 130 	 0 	 138340
6 	 11 	 1999 	 148990 	 4180 	 0 	 0 	 144810
7 	 11 	 1999 	 148723 	 2570 	 0 	 0 	 146153
8 	 11 	 1999 	 149797 	 1790 	 240 	 0 	 147767
9 	 11 	 1999 	 149262 	 4110 	 0 	 0 	 145152
10 	 11 	 1999 	 149054 	 1820 	 0 	 0 	 147234
11 	 11 	 1999 	 149384 	 1810 	 260 	 0 	 147314
12 	 11 	 1999 	 149161 	 2120 	 0 	 0 	 147041
13 	 11 	 1999 	 92261 	 2200 	 100 	 0 	 89961
14 	 11 	 1999 	 130484 	 3010 	 0 	 0 	 127474
15 	 11 	 1999 	 153053 	 3860 	 170 	 0 	 149023
16 	 11 	 1999 	 151077 	 4280 	 0 	 0 	 146797
17 	 11 	 1999 	 146594 	 3800 	 140 	 0 	 142654
18 	 11 	 1999 	 149711 	 3020 	 160 	 0 	 146531
19 	 11 	 1999 	 145874 	 3250 	 0 	 0 	 142624
20 	 11 	 1999 	 119363 	 3110 	 0 	 0 	 116253
21 	 11 	 1999 	 130734 	 2240 	 0 	 0 	 128494
22 	 11 	 1999 	 119003 	 2850 	 150 	 0 	 116003
23 	 11 	 1999 	 190274 	 2730 	 0 	 0 	 187544
24 	 11 	 1999 	 68787 	 2610 	 150 	 0 	 66027
25 	 11 	 1999 	 29515 	 1590 	 150 	 0 	 27775
26 	 11 	 1999 	 10505 	 1500 	 0 	 0 	 9005
27 	 11 	 1999 	 9155 	 2730 	 150 	 0 	 6275
28 	 11 	 1999 	 17911 	 3140 	 0 	 0 	 14771
29 	 11 	 1999 	 52477 	 3360 	 120 	 0 	 48997
30 	 11 	 1999 	 71959 	 2860 	 0 	 0 	 69099
1 	 12 	 1999 	 30080 	 3030 	 200 	 0 	 26850
2 	 12 	 1999 	 14723 	 2660 	 0 	 0 	 12063
3 	 12 	 1999 	 15763 	 3000 	 100 	 0 	 12663
4 	 12 	 1999 	 62479 	 2850 	 110 	 0 	 59519
5 	 12 	 1999 	 14091 	 2680 	 0 	 0 	 11411
6 	 12 	 1999 	 8627 	 3210 	 120 	 0 	 5297
7 	 12 	 1999 	 2910 	 2280 	 0 	 0 	 630
8 	 12 	 1999 	 23822 	 3200 	 230 	 0 	 20392
9 	 12 	 1999 	 45495 	 4040 	 0 	 0 	 41455
10 	 12 	 1999 	 33535 	 4150 	 0 	 0 	 29385
11 	 12 	 1999 	 40584 	 2890 	 120 	 0 	 37574
12 	 12 	 1999 	 28735 	 3080 	 0 	 0 	 25655
13 	 12 	 1999 	 34656 	 3600 	 140 	 0 	 30916
14 	 12 	 1999 	 52818 	 5610 	 0 	 0 	 47208
15 	 12 	 1999 	 58514 	 3670 	 160 	 0 	 54684
16 	 12 	 1999 	 16513 	 4300 	 0 	 0 	 12213
17 	 12 	 1999 	 55926 	 4380 	 130 	 0 	 51416
18 	 12 	 1999 	 28600 	 3670 	 0 	 0 	 24930
19 	 12 	 1999 	 36326 	 2760 	 0 	 0 	 33566
20 	 12 	 1999 	 53013 	 4460 	 230 	 0 	 48323
21 	 12 	 1999 	 26056 	 4850 	 0 	 0 	 21206
22 	 12 	 1999 	 28451 	 7850 	 0 	 0 	 20601
23 	 12 	 1999 	 41087 	 7080 	 140 	 0 	 33867
24 	 12 	 1999 	 24096 	 4620 	 0 	 0 	 19476
25 	 12 	 1999 	 37493 	 3360 	 150 	 0 	 33983
26 	 12 	 1999 	 26987 	 3850 	 0 	 0 	 23137
27 	 12 	 1999 	 31806 	 5100 	 50 	 0 	 26656
28 	 12 	 1999 	 53755 	 3570 	 100 	 0 	 50085
29 	 12 	 1999 	 192032 	 3700 	 80 	 0 	 188252
30 	 12 	 1999 	 34443 	 3450 	 0 	 0 	 30993
31 	 12 	 1999 	 55595 	 3220 	 120 	 0 	 52255
1 	 1 	 2000 	 20283 	 1940 	 0 	 0 	 18343
2 	 1 	 2000 	 56981 	 2060 	 100 	 0 	 54821
3 	 1 	 2000 	 75922 	 3470 	 260 	 0 	 72192
4 	 1 	 2000 	 112875 	 5390 	 0 	 0 	 107485
5 	 1 	 2000 	 137057 	 3960 	 150 	 0 	 132947
6 	 1 	 2000 	 139772 	 3860 	 0 	 0 	 135912
